TxnID,LedgerAccount,TransactionDate,PostingDate,Currency,DebitAmount,CreditAmount,Description,ReferenceNumber,MatchType
LDG00000507,60001,2026-03-17,2026-03-19,EUR,0.00,405312.67,Invoice payment INV-8269,REF91350683,perfect
LDG00000508,20002,2026-03-10,2026-03-10,JPY,0.00,114444.31,ACH credit settlement,REF48767978,perfect
LDG00000509,40001,2026-01-14,2026-01-15,JPY,0.00,337865.69,Invoice payment INV-3736,REF50571185,perfect
LDG00000510,40001,2026-02-04,2026-02-06,AUD,0.00,457173.90,Commission income,REF43438442,perfect
LDG00000511,10001,2026-03-10,2026-03-10,CAD,279414.38,0.00,Service fee payment,REF85178511,perfect
LDG00000512,20002,2026-02-13,2026-02-17,GBP,0.00,199593.24,Payroll funding,REF20022043,perfect
LDG00000513,10002,2026-01-10,2026-01-10,GBP,0.00,387865.88,Commission income,REF76612936,perfect
LDG00000514,10002,2026-02-25,2026-02-27,JPY,0.00,187048.18,SEPA credit transfer,REF70050143,perfect
LDG00000515,10001,2026-02-06,2026-02-10,CHF,0.00,170315.68,Trade settlement receipt,REF98268935,perfect
LDG00000516,20002,2026-01-24,2026-01-26,CHF,299559.17,0.00,ACH debit settlement,REF45930113,perfect
LDG00000517,40002,2026-02-03,2026-02-04,CHF,292173.84,0.00,ACH debit settlement,REF59106081,perfect
LDG00000518,10002,2026-02-01,2026-02-03,CHF,104452.54,0.00,SEPA direct debit,REF51375903,perfect
LDG00000519,30001,2026-03-04,2026-03-05,GBP,362490.49,0.00,SEPA direct debit,REF93406802,perfect
LDG00000520,20001,2026-02-11,2026-02-13,EUR,330317.70,0.00,FX contract payment,REF39138035,perfect
LDG00000521,70001,2026-01-10,2026-01-10,EUR,0.00,120592.65,Intercompany transfer in,REF32154186,perfect
LDG00000522,40001,2026-01-27,2026-01-27,CAD,197123.02,0.00,ACH debit settlement,REF27330098,perfect
LDG00000523,10001,2026-03-19,2026-03-23,CHF,7188.75,0.00,Interest expense,REF58330076,perfect
LDG00000524,20002,2026-02-03,2026-02-05,GBP,0.00,252675.34,Interest credit,REF37489400,perfect
LDG00000525,50001,2026-02-13,2026-02-17,JPY,0.00,218159.94,Invoice payment INV-4987,REF76815554,perfect
LDG00000526,60001,2026-01-25,2026-01-26,EUR,0.00,24342.76,Bond coupon payment,REF94333074,perfect
LDG00000527,70001,2026-02-17,2026-02-19,CAD,0.00,479776.52,Bond coupon payment,REF26480336,perfect
LDG00000528,10002,2026-02-04,2026-02-06,GBP,38694.79,0.00,Wire transfer outbound,REF15575732,perfect
LDG00000529,10001,2026-03-21,2026-03-23,CAD,72902.06,0.00,Cheque payment,REF28769487,perfect
LDG00000530,20001,2026-02-05,2026-02-06,EUR,300658.08,0.00,Rent payment,REF47035366,perfect
LDG00000531,30001,2026-03-20,2026-03-24,CHF,0.00,367447.40,Sales proceeds,REF55632382,perfect
LDG00000532,60001,2026-02-12,2026-02-12,USD,0.00,458272.94,Sales proceeds,REF96059969,perfect
LDG00000533,30001,2026-02-06,2026-02-09,GBP,0.00,131754.77,Bond coupon payment,REF50787546,perfect
LDG00000534,60001,2026-03-07,2026-03-10,JPY,458126.06,0.00,Wire transfer outbound,REF62247729,perfect
LDG00000535,20001,2026-02-01,2026-02-03,AUD,390214.88,0.00,Wire transfer outbound,REF12255448,perfect
LDG00000536,50001,2026-02-01,2026-02-03,JPY,0.00,326832.71,Refund received,REF39069965,perfect
LDG00000537,40002,2026-03-18,2026-03-20,USD,36642.86,0.00,Interest expense,REF42088548,perfect
LDG00000538,40001,2026-03-20,2026-03-20,AUD,0.00,231611.48,Grant proceeds,REF33150129,perfect
LDG00000539,60001,2026-02-18,2026-02-20,GBP,24786.58,0.00,Payroll disbursement,REF76604949,perfect
LDG00000540,30001,2026-01-30,2026-02-03,EUR,499867.78,0.00,Tax remittance,REF30937567,perfect
LDG00000541,20001,2026-02-16,2026-02-18,CHF,140314.99,0.00,Invoice payment to vendor,REF74815996,perfect
LDG00000542,10001,2026-02-10,2026-02-12,CHF,0.00,5539.54,Loan drawdown,REF66008711,perfect
LDG00000543,10002,2026-01-10,2026-01-10,CAD,486509.46,0.00,Interest expense,REF19836754,perfect
LDG00000544,10002,2026-03-03,2026-03-03,JPY,76471.97,0.00,Cheque payment,REF87085925,perfect
LDG00000545,20001,2026-03-09,2026-03-10,USD,0.00,417742.99,FX contract settlement,REF41205632,perfect
LDG00000546,40002,2026-02-09,2026-02-09,GBP,0.00,253187.69,Invoice payment INV-7820,REF18951206,perfect
LDG00000547,60001,2026-02-14,2026-02-16,CHF,303432.22,0.00,Utility payment,REF75472080,perfect
LDG00000548,60001,2026-03-18,2026-03-20,JPY,0.00,326973.98,Dividend income,REF40342287,perfect
LDG00000549,20002,2026-01-29,2026-01-30,EUR,0.00,99293.95,Customer payment received,REF53675440,perfect
LDG00000550,40001,2026-02-21,2026-02-23,AUD,431717.47,0.00,Trade settlement payment,REF79595732,perfect
LDG00000551,10001,2026-03-14,2026-03-14,USD,451708.74,0.00,SEPA direct debit,REF59578313,oneToMany
LDG00000552,20002,2026-01-25,2026-01-26,GBP,164532.12,0.00,Rent payment,REF82552644,oneToMany
LDG00000553,60001,2026-02-05,2026-02-06,GBP,0.00,347485.41,Equity sale proceeds,REF96991581,oneToMany
LDG00000554,20001,2026-02-18,2026-02-18,USD,0.00,89910.69,Customer payment received,REF79734517,oneToMany
LDG00000555,20002,2026-03-27,2026-03-30,AUD,119579.60,0.00,Loan repayment,REF38149985,oneToMany
LDG00000556,20001,2026-02-05,2026-02-06,AUD,181533.44,0.00,Invoice payment to vendor,REF13493670,oneToMany
LDG00000557,10001,2026-01-29,2026-01-29,USD,179663.03,0.00,Bond redemption,REF12920988,oneToMany
LDG00000558,40002,2026-02-03,2026-02-03,CHF,131755.55,0.00,Bond redemption,REF91970421,oneToMany
LDG00000559,40001,2026-02-20,2026-02-23,CHF,0.00,300670.43,Wire transfer inbound,REF47371458,oneToMany
LDG00000560,20001,2026-01-07,2026-01-08,CHF,418757.44,0.00,Invoice payment to vendor,REF70657915,oneToMany
LDG00000561,70001,2026-01-06,2026-01-08,JPY,0.00,197122.50,Commission income,REF79413549,oneToMany
LDG00000562,30001,2026-03-17,2026-03-19,USD,372773.07,0.00,Trade settlement payment,REF23889216,oneToMany
LDG00000563,60001,2026-03-08,2026-03-09,USD,309889.84,0.00,Tax remittance,REF57838448,oneToMany
LDG00000564,50001,2026-01-11,2026-01-11,JPY,0.00,345121.17,SEPA credit transfer,REF20610194,oneToMany
LDG00000565,50001,2026-02-17,2026-02-19,AUD,0.00,415164.37,Deposit received,REF40754811,oneToMany
LDG00000566,40002,2026-01-22,2026-01-26,JPY,0.00,188942.05,Customer advance payment,REF90562337,oneToMany
LDG00000567,50001,2026-02-27,2026-03-03,CHF,229025.58,0.00,Loan repayment,REF99525157,oneToMany
LDG00000568,70001,2026-01-04,2026-01-06,GBP,361614.27,0.00,Bond redemption,REF79764322,oneToMany
LDG00000569,20001,2026-03-15,2026-03-16,JPY,157839.68,0.00,Interest expense,REF90913832,oneToMany
LDG00000570,70001,2026-02-06,2026-02-10,JPY,3966.74,0.00,Insurance premium payment,REF26161649,oneToMany
LDG00000571,40001,2026-03-07,2026-03-09,CAD,0.00,92614.56,FX contract settlement,REF98181758,oneToMany
LDG00000572,10002,2026-03-12,2026-03-13,CHF,87131.09,0.00,Payroll disbursement,REF16730684,oneToMany
LDG00000573,40001,2026-02-17,2026-02-17,USD,477409.17,0.00,Utility payment,REF46341830,oneToMany
LDG00000574,10002,2026-02-22,2026-02-23,CAD,15276.40,0.00,Interest expense,REF91905083,oneToMany
LDG00000575,40001,2026-01-10,2026-01-13,AUD,0.00,110965.38,Equity sale proceeds,REF53298866,oneToMany
LDG00000576,70001,2026-02-11,2026-02-12,GBP,0.00,276707.87,Dividend income,REF50525816,oneToMany
LDG00000577,30001,2026-02-13,2026-02-17,USD,81798.80,0.00,ACH debit settlement,REF37056147,oneToMany
LDG00000578,10002,2026-02-21,2026-02-23,USD,0.00,254352.69,Customer advance payment,REF37731293,oneToMany
LDG00000579,70001,2026-03-05,2026-03-06,GBP,0.00,15371.60,Deposit received,REF27100623,oneToMany
LDG00000580,40001,2026-02-03,2026-02-05,GBP,189437.98,0.00,Service fee payment,REF29073003,oneToMany
LDG00000581,10002,2026-02-09,2026-02-11,JPY,195527.78,0.00,Loan repayment,REF50487213,oneToMany
LDG00000582,20001,2026-01-23,2026-01-23,CHF,370466.57,0.00,Invoice payment to vendor,REF79971566,oneToMany
LDG00000583,40002,2026-03-26,2026-03-27,CAD,0.00,255853.56,Intercompany transfer in,REF66844846,oneToMany
LDG00000584,40001,2026-01-24,2026-01-24,GBP,134839.27,0.00,Invoice payment to vendor,REF85340747,oneToMany
LDG00000585,60001,2026-03-17,2026-03-19,JPY,375892.82,0.00,Bond redemption,REF46078097,oneToMany
LDG00000586,20001,2026-03-30,2026-03-30,JPY,219051.24,0.00,Commission expense,REF93308856,oneToMany
LDG00000587,40001,2026-01-08,2026-01-08,AUD,331498.14,0.00,Tax remittance,REF52349885,oneToMany
LDG00000588,70001,2026-02-14,2026-02-17,CAD,463013.49,0.00,Bond redemption,REF33323641,oneToMany
LDG00000589,30001,2026-02-17,2026-02-17,EUR,0.00,154168.51,Refund received,REF25981319,oneToMany
LDG00000590,20002,2026-02-17,2026-02-17,CAD,0.00,212482.91,Dividend income,REF92513309,oneToMany
LDG00000591,40002,2026-03-04,2026-03-06,EUR,28391.87,0.00,Loan repayment,REF66147760,oneToMany
LDG00000592,20002,2026-02-08,2026-02-08,EUR,0.00,425316.25,Invoice payment INV-9668,REF38232944,oneToMany
LDG00000593,50001,2026-03-29,2026-03-30,EUR,45676.38,0.00,Bond redemption,REF56016337,oneToMany
LDG00000594,60001,2026-01-17,2026-01-20,AUD,124956.88,0.00,Trade settlement payment,REF17320875,oneToMany
LDG00000595,10001,2026-01-30,2026-02-02,CAD,0.00,247327.36,FX contract settlement,REF52292795,oneToMany
LDG00000596,50001,2026-01-02,2026-01-05,GBP,0.00,170293.36,Grant proceeds,REF50238227,oneToMany
LDG00000597,40002,2026-03-15,2026-03-17,USD,0.00,369474.97,Sales proceeds,REF31783903,oneToMany
LDG00000598,60001,2026-01-10,2026-01-10,USD,0.00,188375.54,Commission income,REF69485481,oneToMany
LDG00000599,10002,2026-01-13,2026-01-14,EUR,242288.02,0.00,Service fee payment,REF83164836,oneToMany
LDG00000600,70001,2026-01-23,2026-01-23,USD,384059.76,0.00,Utility payment,REF53249948,oneToMany
LDG00000601,40001,2026-01-27,2026-01-28,CAD,0.00,10942.65,SEPA credit transfer,REF46682715,oneToMany
LDG00000602,20002,2026-02-12,2026-02-16,JPY,0.00,18494.46,Deposit received,REF41300515,oneToMany
LDG00000603,10002,2026-01-08,2026-01-09,GBP,331596.51,0.00,Intercompany transfer out,REF82539643,oneToMany
LDG00000604,40001,2026-03-07,2026-03-09,USD,257732.77,0.00,Commission expense,REF49932069,oneToMany
LDG00000605,20001,2026-01-12,2026-01-12,CHF,0.00,276590.13,Equity sale proceeds,REF74957842,oneToMany
LDG00000606,40001,2026-03-15,2026-03-15,JPY,148628.98,0.00,Supplier payment,REF96575877,oneToMany
LDG00000607,20001,2026-03-30,2026-04-01,JPY,182354.71,0.00,Supplier payment,REF10181297,oneToMany
LDG00000608,10002,2026-03-09,2026-03-10,CHF,460109.16,0.00,Insurance premium payment,REF69736019,oneToMany
LDG00000609,20001,2026-01-08,2026-01-09,AUD,0.00,342459.72,Dividend income,REF77074600,oneToMany
LDG00000610,70001,2026-02-10,2026-02-11,EUR,0.00,426005.75,Customer payment received,REF29087851,oneToMany
LDG00000611,10001,2026-02-08,2026-02-09,CHF,223908.57,0.00,Interest expense,REF43802899,oneToMany
LDG00000612,40001,2026-02-19,2026-02-19,GBP,333107.49,0.00,Supplier payment,REF85515446,oneToMany
LDG00000613,20001,2026-02-07,2026-02-09,AUD,129929.20,0.00,Service fee payment,REF59484581,oneToMany
LDG00000614,50001,2026-03-23,2026-03-23,AUD,0.00,180474.38,Wire transfer inbound,REF73304480,oneToMany
LDG00000615,20001,2026-03-15,2026-03-15,AUD,307105.82,0.00,Equipment purchase,REF39033417,oneToMany
LDG00000616,10001,2026-03-01,2026-03-02,CHF,0.00,88645.04,Loan drawdown,REF66782060,oneToMany
LDG00000617,20002,2026-02-26,2026-02-26,JPY,0.00,388210.68,Wire transfer inbound,REF45425579,oneToMany
LDG00000618,20002,2026-02-23,2026-02-23,AUD,0.00,153160.40,Customer advance payment,REF17629454,oneToMany
LDG00000619,20002,2026-03-28,2026-03-31,GBP,0.00,368264.28,Customer advance payment,REF73510914,oneToMany
LDG00000620,10001,2026-01-19,2026-01-19,CAD,0.00,411782.91,Invoice payment INV-6741,REF85093287,oneToMany
LDG00000621,20001,2026-02-24,2026-02-25,AUD,0.00,259873.47,Payroll funding,REF92989998,oneToMany
LDG00000622,40002,2026-03-06,2026-03-10,AUD,109097.18,0.00,Equipment purchase,REF52732836,oneToMany
LDG00000623,70001,2026-02-06,2026-02-06,JPY,21691.95,0.00,Rent payment,REF63588022,oneToMany
LDG00000624,70001,2026-02-20,2026-02-20,JPY,0.00,157129.64,Trade settlement receipt,REF97402629,oneToMany
LDG00000625,30001,2026-02-26,2026-02-27,GBP,420229.98,0.00,Wire transfer outbound,REF62674103,oneToMany
LDG00000626,10001,2026-01-02,2026-01-05,AUD,0.00,385995.13,Trade settlement receipt,REF70951250,oneToMany
LDG00000627,50001,2026-01-03,2026-01-05,GBP,474361.55,0.00,Payroll disbursement,REF10865857,oneToMany
LDG00000628,50001,2026-01-06,2026-01-06,JPY,120290.60,0.00,Supplier payment,REF15858570,oneToMany
LDG00000629,60001,2026-01-22,2026-01-26,CHF,222239.79,0.00,SEPA direct debit,REF71650605,oneToMany
LDG00000630,10001,2026-03-14,2026-03-17,CHF,0.00,471208.75,Wire transfer inbound,REF23416497,oneToMany
LDG00000631,10001,2026-03-21,2026-03-21,USD,0.00,270666.64,Customer advance payment,REF54976162,oneToMany
LDG00000632,70001,2026-01-31,2026-02-02,EUR,460416.13,0.00,SEPA direct debit,REF17301888,oneToMany
LDG00000633,30001,2026-02-14,2026-02-14,AUD,0.00,153298.26,Equity sale proceeds,REF57169224,oneToMany
LDG00000634,40002,2026-03-21,2026-03-21,USD,46638.44,0.00,Supplier payment,REF15809724,oneToMany
LDG00000635,30001,2026-02-09,2026-02-11,EUR,0.00,58519.02,Sales proceeds,REF22334032,oneToMany
LDG00000636,20002,2026-03-18,2026-03-20,CAD,374407.30,0.00,Commission expense,REF59295213,oneToMany
LDG00000637,30001,2026-03-27,2026-03-31,CAD,8030.21,0.00,Equipment purchase,REF41074570,oneToMany
LDG00000638,10001,2026-01-28,2026-01-29,USD,0.00,398134.27,Interest credit,REF21604679,oneToMany
LDG00000639,60001,2026-03-28,2026-03-28,CAD,453282.19,0.00,Tax remittance,REF81517909,oneToMany
LDG00000640,40001,2026-01-12,2026-01-13,AUD,106626.97,0.00,Equipment purchase,REF44731819,oneToMany
LDG00000641,40001,2026-03-18,2026-03-18,USD,0.00,434658.59,Commission income,REF62408502,oneToMany
LDG00000642,40002,2026-01-21,2026-01-21,AUD,227449.14,0.00,Cheque payment,REF15635391,oneToMany
LDG00000643,60001,2026-02-15,2026-02-16,CAD,212746.29,0.00,ACH debit settlement,REF17770282,oneToMany
LDG00000644,40001,2026-02-20,2026-02-24,GBP,0.00,118022.97,Grant proceeds,REF43755743,oneToMany
LDG00000645,40002,2026-02-06,2026-02-10,EUR,136650.25,0.00,Wire transfer outbound,REF65582269,oneToMany
LDG00000646,40001,2026-02-07,2026-02-09,USD,0.00,437568.02,Commission income,REF66503595,oneToMany
LDG00000647,50001,2026-03-30,2026-03-30,GBP,244636.21,0.00,Cheque payment,REF16668716,oneToMany
LDG00000648,50001,2026-02-20,2026-02-24,GBP,0.00,184461.22,Grant proceeds,REF73639399,oneToMany
LDG00000649,70001,2026-03-28,2026-03-30,EUR,0.00,364123.70,Sales proceeds,REF21753865,oneToMany
LDG00000650,10001,2026-03-29,2026-03-29,JPY,299564.82,0.00,Trade settlement payment,REF59933188,oneToMany
LDG00000651,50001,2026-03-26,2026-03-27,EUR,0.00,188978.04,Bond coupon payment,REF72493534,oneToMany
LDG00000652,30001,2026-03-08,2026-03-08,EUR,124174.99,0.00,Rent payment,REF33967249,oneToMany
LDG00000653,20001,2026-01-16,2026-01-16,GBP,0.00,135137.17,Invoice payment INV-4978,REF68318441,oneToMany
LDG00000654,60001,2026-02-24,2026-02-25,CAD,238438.15,0.00,Tax remittance,REF77931989,oneToMany
LDG00000655,10001,2026-01-10,2026-01-12,CAD,0.00,328740.91,ACH credit settlement,REF71110247,oneToMany
LDG00000656,50001,2026-02-10,2026-02-10,CAD,0.00,373997.19,Customer advance payment,REF10031157,oneToMany
LDG00000657,70001,2026-01-13,2026-01-13,JPY,0.00,209546.15,Intercompany transfer in,REF21769550,oneToMany
LDG00000658,30001,2026-03-16,2026-03-17,USD,0.00,250259.97,Dividend income,REF47418271,oneToMany
LDG00000659,60001,2026-01-10,2026-01-13,EUR,187091.44,0.00,Utility payment,REF37877867,oneToMany
LDG00000660,20001,2026-02-17,2026-02-18,CHF,294482.02,0.00,Utility payment,REF60132276,oneToMany
LDG00000661,30001,2026-02-23,2026-02-23,GBP,221391.82,0.00,Wire transfer outbound,REF69660506,oneToMany
LDG00000662,70001,2026-02-02,2026-02-03,GBP,197919.36,0.00,Trade settlement payment,REF75146201,oneToMany
LDG00000663,10002,2026-02-04,2026-02-04,EUR,487307.63,0.00,Trade settlement payment,REF37495690,oneToMany
LDG00000664,70001,2026-01-22,2026-01-26,EUR,0.00,257437.44,Deposit received,REF80676597,oneToMany
LDG00000665,40002,2026-03-02,2026-03-03,EUR,0.00,380137.55,ACH credit settlement,REF95436570,oneToMany
LDG00000666,10001,2026-03-28,2026-03-31,GBP,71537.72,0.00,Commission expense,REF77930160,oneToMany
LDG00000667,20001,2026-03-10,2026-03-12,CAD,0.00,116652.06,SEPA credit transfer,REF88023688,oneToMany
LDG00000668,40002,2026-03-21,2026-03-23,USD,363205.45,0.00,Wire transfer outbound,REF24173941,oneToMany
LDG00000669,70001,2026-01-19,2026-01-21,USD,0.00,341885.37,FX contract settlement,REF43612795,oneToMany
LDG00000670,30001,2026-01-24,2026-01-27,USD,0.00,307478.56,Customer payment received,REF42268346,oneToMany
LDG00000671,10002,2026-01-12,2026-01-14,AUD,54846.57,0.00,ACH debit settlement,REF38004816,oneToMany
LDG00000672,30001,2026-03-06,2026-03-10,GBP,0.00,279009.94,Customer payment received,REF95303012,oneToMany
LDG00000673,70001,2026-01-15,2026-01-19,CAD,0.00,55764.25,Sales proceeds,REF39490388,oneToMany
LDG00000674,10002,2026-01-09,2026-01-13,CHF,127747.26,0.00,Service fee payment,REF27763296,oneToMany
LDG00000675,20001,2026-01-19,2026-01-21,AUD,0.00,386416.06,Deposit received,REF48913917,oneToMany
LDG00000676,50001,2026-01-12,2026-01-13,JPY,0.00,492328.52,Customer payment received,REF82588048,oneToMany
LDG00000677,10002,2026-01-10,2026-01-12,AUD,374899.34,0.00,Wire transfer outbound,REF64747584,oneToMany
LDG00000678,10002,2026-01-27,2026-01-27,USD,40678.00,0.00,ACH debit settlement,REF97918644,oneToMany
LDG00000679,60001,2026-02-13,2026-02-16,GBP,0.00,331971.43,Grant proceeds,REF72270945,oneToMany
LDG00000680,40002,2026-02-15,2026-02-16,CHF,194545.33,0.00,Intercompany transfer out,REF49665151,oneToMany
LDG00000681,10002,2026-01-10,2026-01-13,GBP,0.00,498862.20,Customer payment received,REF28372278,oneToMany
LDG00000682,70001,2026-01-27,2026-01-28,CAD,323311.86,0.00,Cheque payment,REF34074564,oneToMany
LDG00000683,50001,2026-03-28,2026-03-31,EUR,0.00,484354.76,Equity sale proceeds,REF99429424,oneToMany
LDG00000684,20002,2026-01-10,2026-01-13,AUD,0.00,483797.79,Deposit received,REF44144684,oneToMany
LDG00000685,20001,2026-03-08,2026-03-09,EUR,0.00,316367.86,Trade settlement receipt,REF20975272,oneToMany
LDG00000686,30001,2026-02-11,2026-02-11,CAD,0.00,385313.48,FX contract settlement,REF94173784,oneToMany
LDG00000687,30001,2026-02-10,2026-02-11,USD,0.00,440999.67,Interest credit,REF36506608,oneToMany
LDG00000688,20001,2026-03-23,2026-03-24,CAD,0.00,447303.56,Grant proceeds,REF90455862,oneToMany
LDG00000689,10002,2026-02-08,2026-02-08,USD,0.00,427574.60,Customer advance payment,REF32765424,oneToMany
LDG00000690,60001,2026-02-18,2026-02-18,AUD,222214.60,0.00,Loan repayment,REF76429043,oneToMany
LDG00000691,20002,2026-02-23,2026-02-24,GBP,353773.51,0.00,SEPA direct debit,REF94259766,oneToMany
LDG00000692,10001,2026-03-10,2026-03-12,AUD,0.00,384549.44,Trade settlement receipt,REF76793527,oneToMany
LDG00000693,60001,2026-02-19,2026-02-19,AUD,0.00,328990.29,Dividend income,REF52378645,oneToMany
LDG00000694,40001,2026-01-02,2026-01-05,CHF,0.00,156164.67,Dividend income,REF29881540,oneToMany
LDG00000695,30001,2026-03-21,2026-03-23,EUR,0.00,209821.47,Equity sale proceeds,REF85700238,oneToMany
LDG00000696,30001,2026-02-13,2026-02-17,USD,0.00,320994.60,Commission income,REF58617118,oneToMany
LDG00000697,40001,2026-01-30,2026-02-03,EUR,0.00,90259.06,SEPA credit transfer,REF14532120,oneToMany
LDG00000698,10002,2026-03-01,2026-03-03,CHF,485685.64,0.00,Rent payment,REF29974868,oneToMany
LDG00000699,10001,2026-03-23,2026-03-23,CAD,175140.30,0.00,Payroll disbursement,REF67920993,oneToMany
LDG00000700,50001,2026-03-06,2026-03-09,CAD,85970.84,0.00,Rent payment,REF82061198,oneToMany
LDG00000701,20002,2026-02-09,2026-02-11,AUD,133649.60,0.00,Interest expense,REF36473391-1,manyToOne
LDG00000702,20002,2026-02-09,2026-02-11,AUD,147679.21,0.00,Insurance premium payment,REF36473391-2,manyToOne
LDG00000703,20002,2026-02-09,2026-02-11,AUD,110116.36,0.00,Wire transfer outbound,REF36473391-3,manyToOne
LDG00000704,70001,2026-03-04,2026-03-06,CHF,65885.85,0.00,Wire transfer outbound,REF20869466-1,manyToOne
LDG00000705,70001,2026-03-04,2026-03-06,CHF,53316.63,0.00,Supplier payment,REF20869466-2,manyToOne
LDG00000706,70001,2026-03-04,2026-03-06,CHF,74423.06,0.00,Cheque payment,REF20869466-3,manyToOne
LDG00000707,30001,2026-03-15,2026-03-16,AUD,171818.43,0.00,Wire transfer outbound,REF93926756-1,manyToOne
LDG00000708,30001,2026-03-15,2026-03-16,AUD,238469.66,0.00,Intercompany transfer out,REF93926756-2,manyToOne
LDG00000709,60001,2026-02-07,2026-02-10,GBP,0.00,195819.88,Invoice payment INV-3079,REF58178169-1,manyToOne
LDG00000710,60001,2026-02-07,2026-02-10,GBP,0.00,177506.04,ACH credit settlement,REF58178169-2,manyToOne
LDG00000711,50001,2026-03-01,2026-03-02,JPY,0.00,116592.22,Commission income,REF28543382-1,manyToOne
LDG00000712,50001,2026-03-01,2026-03-02,JPY,0.00,84386.20,Customer payment received,REF28543382-2,manyToOne
LDG00000713,50001,2026-03-01,2026-03-02,JPY,0.00,106068.33,Interest credit,REF28543382-3,manyToOne
LDG00000714,10002,2026-01-07,2026-01-08,CHF,0.00,50602.10,Grant proceeds,REF90830394-1,manyToOne
LDG00000715,10002,2026-01-07,2026-01-08,CHF,0.00,74867.36,Bond coupon payment,REF90830394-2,manyToOne
LDG00000716,10001,2026-02-25,2026-02-27,USD,0.00,136658.36,Grant proceeds,REF54792696-1,manyToOne
LDG00000717,10001,2026-02-25,2026-02-27,USD,0.00,132526.73,Wire transfer inbound,REF54792696-2,manyToOne
LDG00000718,60001,2026-03-06,2026-03-10,USD,33284.84,0.00,Utility payment,REF49034895-1,manyToOne
LDG00000719,60001,2026-03-06,2026-03-10,USD,36466.82,0.00,Supplier payment,REF49034895-2,manyToOne
LDG00000720,20002,2026-01-24,2026-01-26,JPY,117955.76,0.00,ACH debit settlement,REF89866224-1,manyToOne
LDG00000721,20002,2026-01-24,2026-01-26,JPY,104526.55,0.00,Utility payment,REF89866224-2,manyToOne
LDG00000722,20001,2026-03-26,2026-03-26,CAD,29717.28,0.00,Trade settlement payment,REF93854691-1,manyToOne
LDG00000723,20001,2026-03-26,2026-03-26,CAD,29141.32,0.00,Service fee payment,REF93854691-2,manyToOne
LDG00000724,20001,2026-03-26,2026-03-26,CAD,20760.66,0.00,Payroll disbursement,REF93854691-3,manyToOne
LDG00000725,60001,2026-02-26,2026-02-26,USD,0.00,25915.68,Intercompany transfer in,REF88065557-1,manyToOne
LDG00000726,60001,2026-02-26,2026-02-26,USD,0.00,24481.52,Loan drawdown,REF88065557-2,manyToOne
LDG00000727,60001,2026-02-26,2026-02-26,USD,0.00,17892.28,Invoice payment INV-7411,REF88065557-3,manyToOne
LDG00000728,70001,2026-01-19,2026-01-19,CHF,0.00,90938.09,FX contract settlement,REF35509747-1,manyToOne
LDG00000729,70001,2026-01-19,2026-01-19,CHF,0.00,120259.45,Commission income,REF35509747-2,manyToOne
LDG00000730,70001,2026-01-19,2026-01-19,CHF,0.00,103907.46,Loan drawdown,REF35509747-3,manyToOne
LDG00000731,70001,2026-03-11,2026-03-12,EUR,0.00,132296.64,FX contract settlement,REF86204810-1,manyToOne
LDG00000732,70001,2026-03-11,2026-03-12,EUR,0.00,114477.35,Interest credit,REF86204810-2,manyToOne
LDG00000733,70001,2026-03-11,2026-03-12,EUR,0.00,108247.64,Invoice payment INV-5109,REF86204810-3,manyToOne
LDG00000734,10002,2026-03-09,2026-03-10,JPY,187490.66,0.00,Bond redemption,REF58741614-1,manyToOne
LDG00000735,10002,2026-03-09,2026-03-10,JPY,237476.22,0.00,Loan repayment,REF58741614-2,manyToOne
LDG00000736,10001,2026-02-04,2026-02-05,JPY,149732.16,0.00,Insurance premium payment,REF72963750-1,manyToOne
LDG00000737,10001,2026-02-04,2026-02-05,JPY,162225.36,0.00,Insurance premium payment,REF72963750-2,manyToOne
LDG00000738,10001,2026-02-04,2026-02-05,JPY,168189.49,0.00,Intercompany transfer out,REF72963750-3,manyToOne
LDG00000739,50001,2026-02-12,2026-02-12,AUD,16775.80,0.00,Commission expense,REF66079507-1,manyToOne
LDG00000740,50001,2026-02-12,2026-02-12,AUD,18782.85,0.00,Equipment purchase,REF66079507-2,manyToOne
LDG00000741,50001,2026-02-12,2026-02-12,AUD,20194.37,0.00,Utility payment,REF66079507-3,manyToOne
LDG00000742,10001,2026-01-17,2026-01-17,CHF,0.00,133308.46,Dividend income,REF47476701-1,manyToOne
LDG00000743,10001,2026-01-17,2026-01-17,CHF,0.00,189426.64,Customer advance payment,REF47476701-2,manyToOne
LDG00000744,10001,2026-01-17,2026-01-17,CHF,0.00,141111.79,Customer advance payment,REF47476701-3,manyToOne
LDG00000745,20002,2026-03-06,2026-03-10,CAD,91297.58,0.00,Cheque payment,REF68795247-1,manyToOne
LDG00000746,20002,2026-03-06,2026-03-10,CAD,99306.29,0.00,Equipment purchase,REF68795247-2,manyToOne
LDG00000747,70001,2026-02-02,2026-02-04,CHF,7401.57,0.00,Bond redemption,REF51762474-1,manyToOne
LDG00000748,70001,2026-02-02,2026-02-04,CHF,5616.68,0.00,Service fee payment,REF51762474-2,manyToOne
LDG00000749,10001,2026-03-19,2026-03-19,JPY,177831.36,0.00,SEPA direct debit,REF20050876-1,manyToOne
LDG00000750,10001,2026-03-19,2026-03-19,JPY,138968.31,0.00,Service fee payment,REF20050876-2,manyToOne
